week,gameId,playId,offenseTeam,defenseTeam,line_set_frame,motion_start_frame,ball_snap_frame,motion_player_nflId,motion_duration_frames,motion_distance,num_defenders_moved_gt
1,2022090800,2464,BUF,LA,68,90,111,42489,21,11.094831690468656,2
1,2022090800,2506,BUF,LA,59,103,105,53079,2,0.9313718192562475,0
1,2022090800,2527,BUF,LA,74,99,114,47879,15,9.198335134426268,1
1,2022090800,2551,BUF,LA,73,107,109,53079,2,0.28071337695236587,0
1,2022090800,2572,BUF,LA,79,112,127,53079,15,4.7150883231340135,2
1,2022090800,2688,BUF,LA,53,97,116,42489,19,4.339167576593072,2
1,2022090800,2712,BUF,LA,52,84,95,42448,11,4.367026676237799,0
1,2022090800,2733,BUF,LA,92,115,121,47857,6,2.845548631428833,0
1,2022090800,2755,BUF,LA,85,112,127,47879,15,4.913799127362294,3
1,2022090800,2934,BUF,LA,6,26,107,42489,81,25.436895251681324,2
1,2022090800,2979,BUF,LA,92,104,150,44985,46,18.54522896264827,2
1,2022090800,3092,LA,BUF,63,101,125,43399,24,7.948245804164459,3
1,2022090800,3262,BUF,LA,70,134,150,53079,16,10.54672124870018,4
1,2022090800,3283,BUF,LA,59,99,106,44985,7,3.4296286974939365,0
1,2022090800,3304,BUF,LA,60,80,110,48011,30,10.199537415210191,2
1,2022090800,3636,LA,BUF,70,93,102,53678,9,4.115315114597114,2
1,2022090800,3674,LA,BUF,63,98,127,43399,29,9.099556752725249,3
1,2022091100,57,ATL,NO,42,92,105,48374,13,8.707059699217591,1
1,2022091100,78,ATL,NO,45,67,142,48723,75,10.961501493057991,3
1,2022091100,121,ATL,NO,51,110,111,39975,1,0.5147815070493515,0
1,2022091100,145,ATL,NO,19,52,154,53433,102,6.140975507396861,7
1,2022091100,166,ATL,NO,36,63,143,48374,80,21.51256521402945,4
1,2022091100,190,ATL,NO,49,113,122,39975,9,5.655787507997753,1
1,2022091100,212,ATL,NO,50,64,142,54473,78,11.248976944359647,7
1,2022091100,233,ATL,NO,41,93,134,53433,41,5.25295426863878,0
1,2022091100,301,NO,ATL,47,107,157,45244,50,9.159929116298953,1
1,2022091100,395,ATL,NO,6,28,148,53433,120,4.5647273559801045,4
1,2022091100,458,ATL,NO,54,72,140,53612,68,12.424335249781842,3
1,2022091100,546,NO,ATL,47,72,78,52942,6,2.5413089623743907,1
1,2022091100,679,ATL,NO,37,92,105,48374,13,8.48027217697815,3
1,2022091100,741,NO,ATL,21,72,73,54476,1,0.7316419889536132,0
1,2022091100,870,ATL,NO,49,78,137,53612,59,10.987393853757453,4
1,2022091100,914,ATL,NO,72,69,131,41808,62,11.937171551452673,2
1,2022091100,935,ATL,NO,29,62,115,52489,53,3.1043468899032347,2
1,2022091100,996,ATL,NO,21,142,174,48723,32,6.540970809197902,2
1,2022091100,1017,ATL,NO,26,68,85,48374,17,10.170849867052707,2
1,2022091100,1046,ATL,NO,25,47,122,48723,75,4.096322857976184,1
1,2022091100,1067,ATL,NO,40,66,119,48374,53,10.315593811202936,2
1,2022091100,1088,ATL,NO,17,41,96,48723,55,7.269347863964038,2
1,2022091100,1170,NO,ATL,26,47,118,52513,71,10.114826863025137,3
1,2022091100,1260,ATL,NO,56,116,192,53433,76,5.503060307587296,1
1,2022091100,1281,ATL,NO,43,72,127,52489,55,18.80348642229285,5
1,2022091100,1413,NO,ATL,60,93,116,52942,23,7.072099584825741,0
1,2022091100,1552,ATL,NO,46,86,152,52489,66,4.873673531553346,6
1,2022091100,1587,ATL,NO,36,58,142,48723,84,6.185170636517854,4
1,2022091100,1651,ATL,NO,20,66,144,53433,78,6.302763216977512,1
1,2022091100,1672,ATL,NO,47,105,111,54473,6,4.192041452680996,1
1,2022091100,2048,NO,ATL,45,79,96,45244,17,8.142818923710669,2
1,2022091100,2069,NO,ATL,27,79,95,54476,16,11.478428161413172,2
1,2022091100,2159,NO,ATL,38,63,115,53932,52,17.087722808180924,5
1,2022091100,2183,NO,ATL,38,59,81,45244,22,11.991894438403518,1
1,2022091100,2204,NO,ATL,27,31,47,52942,16,6.52078804909819,0
1,2022091100,2303,ATL,NO,35,59,132,48374,73,10.398083777117488,3
1,2022091100,2436,ATL,NO,32,66,135,46282,69,6.189648095272048,1
1,2022091100,2491,NO,ATL,75,98,109,52942,11,5.486594577779481,1
1,2022091100,2720,NO,ATL,43,80,97,52942,17,4.766879460830211,0
1,2022091100,2741,NO,ATL,64,91,98,45244,7,3.287861410268809,0
1,2022091100,2984,ATL,NO,75,95,107,48374,12,2.3660350890362665,1
1,2022091100,3050,ATL,NO,100,122,171,39975,49,6.007631947731622,1
1,2022091100,3289,ATL,NO,39,62,127,41808,65,11.478321932928894,2
1,2022091100,3310,ATL,NO,6,88,103,52489,15,8.748160170278059,0
1,2022091100,3355,ATL,NO,53,100,155,39975,55,0.6587887140630978,2
1,2022091100,3379,ATL,NO,32,65,133,48723,68,11.596816239045934,7
1,2022091100,3888,ATL,NO,31,54,71,48374,17,11.342241206080125,2
1,2022091100,3926,ATL,NO,46,94,113,54473,19,10.46101141071787,1
1,2022091101,184,CLE,CAR,53,140,144,44898,4,2.2769482828926937,0
1,2022091101,272,CLE,CAR,74,113,117,46104,4,1.95949404649603,0
1,2022091101,296,CLE,CAR,58,81,95,53640,14,7.048130907283259,3
1,2022091101,1516,CLE,CAR,67,140,144,53640,4,2.940919797564119,1
1,2022091101,1590,CLE,CAR,95,130,133,52523,3,0.5615902714230343,0
1,2022091101,2365,CLE,CAR,100,141,153,53520,12,7.3364579526135785,1
1,2022091101,2431,CLE,CAR,58,90,97,44841,7,1.4941226083153616,0
1,2022091101,2545,CLE,CAR,58,100,121,53640,21,15.152874248557742,3
1,2022091101,3080,CAR,CLE,28,84,121,44876,37,1.0450330033381001,1
1,2022091101,3357,CLE,CAR,64,159,165,53640,6,3.708687037572128,2
1,2022091102,86,CHI,SF,46,72,104,52451,32,8.398245464501585,0
1,2022091102,145,SF,CHI,55,93,99,52433,6,2.758947827161645,1
1,2022091102,189,SF,CHI,59,91,143,47819,52,16.92003294393722,6
1,2022091102,239,SF,CHI,46,62,118,47819,56,18.6841346845241,6
1,2022091102,322,CHI,SF,11,17,55,54784,38,10.684186969602267,4
1,2022091102,343,CHI,SF,57,81,83,54668,2,0.8162799125770331,0
1,2022091102,388,CHI,SF,58,68,92,48207,24,5.266816673426775,2
1,2022091102,467,CHI,SF,180,217,278,46276,61,21.297988017267674,2
1,2022091102,488,CHI,SF,58,97,164,52581,67,9.48792880707879,6
1,2022091102,531,SF,CHI,13,15,49,42428,34,7.481806610543724,3
1,2022091102,552,SF,CHI,45,75,112,42428,37,8.465007706901678,7
1,2022091102,574,SF,CHI,60,77,154,47819,77,6.10201094971289,4
1,2022091102,595,SF,CHI,62,92,119,40078,27,3.729386212731617,3
1,2022091102,698,CHI,SF,6,11,67,46276,56,14.959965849760497,4
1,2022091102,756,CHI,SF,42,70,100,40149,30,8.873031097021642,4
1,2022091102,800,CHI,SF,6,10,34,46276,24,6.842084694398319,4
1,2022091102,821,CHI,SF,59,69,134,52451,65,9.571460869076134,2
1,2022091102,900,SF,CHI,45,67,115,40078,48,14.582458544219296,6
1,2022091102,921,SF,CHI,48,66,106,40078,40,8.400510784658833,3
1,2022091102,942,SF,CHI,48,60,111,52625,51,9.651513532756981,6
1,2022091102,989,CHI,SF,41,56,104,46276,48,14.438768964482723,5
1,2022091102,1029,CHI,SF,25,43,44,46276,1,0.22090722034374757,0
1,2022091102,1050,CHI,SF,20,31,107,52581,76,19.50985225927294,5
1,2022091102,1107,SF,CHI,44,66,120,47819,54,16.189283543172,1
1,2022091102,1162,SF,CHI,54,76,111,42428,35,8.01107490286174,4
1,2022091102,1183,SF,CHI,58,71,115,42428,44,12.780251715545614,5
1,2022091102,1204,SF,CHI,56,87,99,53623,12,3.9183035275222355,0
1,2022091102,1265,SF,CHI,45,80,85,47819,5,2.3101187315417575,0
1,2022091102,1286,SF,CHI,75,83,114,46331,31,12.167621525470398,5
1,2022091102,1363,CHI,SF,54,75,100,40149,25,11.03119798030148,3
1,2022091102,1472,SF,CHI,55,68,118,40078,50,13.73578219327439,4
1,2022091102,1588,SF,CHI,45,70,130,40078,60,11.573263759892937,5
1,2022091102,1609,SF,CHI,50,67,110,46377,43,18.670223152715884,6
1,2022091102,1631,SF,CHI,66,58,94,46331,36,11.946217023488392,3
1,2022091102,1700,CHI,SF,12,19,31,46276,12,6.850756445729354,3
1,2022091102,1794,CHI,SF,42,45,85,52581,40,14.902479662193,6
1,2022091102,1815,CHI,SF,56,78,108,40149,30,9.997734238916221,5
1,2022091102,1907,CHI,SF,28,29,69,52451,40,12.845275777117942,2
1,2022091102,1928,CHI,SF,63,61,107,52451,46,14.927832719704721,1
1,2022091102,1954,CHI,SF,53,63,89,46522,26,6.084517642008455,3
1,2022091102,2065,SF,CHI,6,35,59,46377,24,5.383006216332758,4
1,2022091102,2238,SF,CHI,61,69,153,52598,84,10.800091997952926,5
1,2022091102,2259,SF,CHI,71,110,124,47819,14,1.083037109761332,2
1,2022091102,2281,SF,CHI,38,54,112,40078,58,16.829331955866998,6
1,2022091102,2331,SF,CHI,42,63,73,46256,10,2.5117605946499353,0
1,2022091102,2373,SF,CHI,49,78,96,46377,18,6.885615738483429,2
1,2022091102,2415,SF,CHI,58,79,123,46331,44,9.789952134324508,1
1,2022091102,2436,SF,CHI,72,64,108,52625,44,22.09180882599405,7
1,2022091102,2596,CHI,SF,50,80,108,46276,28,15.888163228819195,3
1,2022091102,2618,CHI,SF,41,46,105,52451,59,12.29606786404075,5
1,2022091102,2717,SF,CHI,52,76,88,52433,12,4.52545301198056,2
1,2022091102,2759,SF,CHI,6,9,54,46331,45,12.025936232961143,2
1,2022091102,2783,SF,CHI,55,63,108,52598,45,12.865515564793911,5
1,2022091102,2804,SF,CHI,88,69,140,47819,71,25.06804120520766,6
1,2022091102,2894,CHI,SF,29,14,45,54633,31,0.5134025982367738,2
1,2022091102,2923,CHI,SF,52,59,113,46276,54,5.372443692519453,3
1,2022091102,2945,CHI,SF,49,92,134,46276,42,4.946838364933556,2
1,2022091102,3022,CHI,SF,12,38,56,46522,18,5.19655731197777,1
1,2022091102,3064,CHI,SF,44,56,107,54784,51,11.719349548716776,3
1,2022091102,3119,CHI,SF,70,60,118,52451,58,10.57684711902443,5
1,2022091102,3148,CHI,SF,59,79,98,46522,19,5.598544765796101,1
1,2022091102,3231,SF,CHI,65,58,105,42428,47,10.782457010569647,5
1,2022091102,3315,SF,CHI,58,79,129,46377,50,7.238446347425757,4
1,2022091102,3336,SF,CHI,63,59,108,46331,49,13.951494610211316,2
1,2022091102,3360,SF,CHI,60,58,106,52598,48,14.100347821818236,4
1,2022091102,3381,SF,CHI,61,62,106,52598,44,9.616641438708635,4
1,2022091102,3402,SF,CHI,58,70,112,52625,42,6.0733157087621805,4
1,2022091102,3449,CHI,SF,54,62,137,52451,75,11.99839227136492,3
1,2022091102,3470,CHI,SF,43,93,113,46276,20,9.76798240288423,5
1,2022091102,3523,CHI,SF,47,81,97,52451,16,1.0153290281901775,0
1,2022091102,3739,SF,CHI,43,58,121,47819,63,13.647520490344055,6
1,2022091102,3899,SF,CHI,56,83,89,40078,6,2.178455139211109,0
1,2022091102,3943,CHI,SF,43,56,110,46276,54,19.67607690190045,3
1,2022091102,3981,CHI,SF,14,9,61,46276,52,18.005526902213155,1
1,2022091102,4019,CHI,SF,43,32,71,54784,39,11.514458116699721,5
1,2022091102,4102,SF,CHI,67,71,98,42428,27,9.900670972179205,3
1,2022091103,58,PIT,CIN,50,75,82,52457,7,2.386338707260375,0
1,2022091103,195,CIN,PIT,73,65,125,46094,60,5.570729680037377,5
1,2022091103,274,CIN,PIT,6,205,206,53434,1,0.6419501538281617,0
1,2022091103,319,CIN,PIT,18,43,186,53434,143,5.2907805050871515,3
1,2022091103,340,CIN,PIT,41,96,126,44927,30,2.4932582796322538,7
1,2022091103,364,CIN,PIT,69,78,120,47835,42,5.488893114338332,3
1,2022091103,412,CIN,PIT,68,80,144,46094,64,5.664924531540051,6
1,2022091103,446,CIN,PIT,61,94,119,44927,25,1.1171207903389908,4
1,2022091103,499,PIT,CIN,20,49,89,53484,40,8.154223731904748,3
1,2022091103,611,CIN,PIT,51,75,115,53434,40,7.379233384048336,5
1,2022091103,632,CIN,PIT,6,205,212,53434,7,5.2562029849925676,0
1,2022091103,690,CIN,PIT,28,149,238,47835,89,8.551635443074092,6
1,2022091103,719,PIT,CIN,17,61,86,53484,25,2.1474996893262115,0
1,2022091103,764,PIT,CIN,118,150,173,53484,23,6.22574349627862,0
1,2022091103,881,CIN,PIT,6,21,27,52441,6,4.325407795132738,0
1,2022091103,902,CIN,PIT,34,14,81,47835,67,4.929154754751443,3
1,2022091103,1016,CIN,PIT,6,40,103,53434,63,13.77589257025493,4
1,2022091103,1037,CIN,PIT,8,57,65,52441,8,5.742650205224034,1
1,2022091103,1058,CIN,PIT,20,10,57,46094,47,2.720756046138209,1
1,2022091103,1084,PIT,CIN,43,87,103,53484,16,2.926996311937692,2
1,2022091103,1105,PIT,CIN,44,84,89,52457,5,3.0395245253304366,0
1,2022091103,1126,PIT,CIN,72,95,131,54517,36,13.148896404693073,5
1,2022091103,1150,PIT,CIN,38,70,110,52457,40,8.224192576834533,7
1,2022091103,1171,PIT,CIN,59,86,148,52457,62,15.759523175255433,5
1,2022091103,1249,PIT,CIN,5,52,70,53484,18,4.608198585690481,0
1,2022091103,1315,CIN,PIT,32,41,81,46094,40,5.321813148486362,3
1,2022091103,1363,CIN,PIT,87,221,227,53434,6,4.412119990915892,0
1,2022091103,1429,CIN,PIT,14,38,100,47835,62,5.612121142907486,6
1,2022091103,1493,PIT,CIN,36,81,137,52457,56,16.584577825599602,1
1,2022091103,1565,CIN,PIT,39,76,120,43344,44,12.007745950152316,4
1,2022091103,1700,CIN,PIT,33,77,82,53434,5,3.2998852268748258,0
1,2022091103,1772,CIN,PIT,14,34,88,53434,54,7.229145934261323,2
1,2022091103,1926,CIN,PIT,32,67,170,44860,103,6.408760515783958,2
1,2022091103,1947,CIN,PIT,43,56,117,46094,61,7.770974218638871,4
1,2022091103,2037,PIT,CIN,45,91,139,53484,48,4.18231600251357,2
1,2022091103,2125,PIT,CIN,234,212,249,43487,37,10.047361380393356,5
1,2022091103,2243,CIN,PIT,9,63,104,43344,41,10.132062128026345,4
1,2022091103,2291,CIN,PIT,19,51,79,46094,28,0.7124436048801728,3
1,2022091103,2336,CIN,PIT,22,60,112,46094,52,2.382336186328212,7
1,2022091103,2357,CIN,PIT,37,48,92,43495,44,10.221282786373324,4
1,2022091103,2433,PIT,CIN,64,108,160,44814,52,4.050074978456187,2
1,2022091103,2462,PIT,CIN,20,59,100,53453,41,6.924300573071769,2
1,2022091103,2569,PIT,CIN,50,130,164,44814,34,0.39600643391036583,2
1,2022091103,2719,PIT,CIN,42,104,111,52457,7,4.147745803307687,0
1,2022091103,2807,PIT,CIN,56,99,105,53453,6,3.126621564627805,0
1,2022091103,2829,PIT,CIN,19,39,48,53453,9,1.3043347843316844,0
1,2022091103,2851,PIT,CIN,78,110,133,53453,23,3.2304107437486405,1
1,2022091103,3011,CIN,PIT,36,129,132,47794,3,0.14170087325458247,0
1,2022091103,3032,CIN,PIT,65,88,98,43495,10,7.178773114846603,3
1,2022091103,3105,PIT,CIN,23,37,82,52457,45,13.343533114078223,4
1,2022091103,3126,PIT,CIN,59,64,66,52457,2,1.135120026579799,0
1,2022091103,3272,CIN,PIT,20,42,86,46094,44,5.239680140992043,6
1,2022091103,3294,CIN,PIT,20,51,98,46094,47,0.7082266016440969,6
1,2022091103,3367,CIN,PIT,16,12,58,46094,46,0.8211890237483563,2
1,2022091103,3505,CIN,PIT,13,40,97,43344,57,14.008588369021135,2
1,2022091103,3527,CIN,PIT,19,80,85,53434,5,2.8822451651446093,1
1,2022091103,3680,PIT,CIN,70,93,97,52457,4,2.2657319589733764,1
1,2022091103,4154,PIT,CIN,26,35,110,47924,75,4.872875685704484,7
1,2022091103,4199,PIT,CIN,13,43,81,52457,38,7.43977030687527,2
1,2022091103,4300,CIN,PIT,25,65,99,46094,34,3.6792157500355986,5
1,2022091103,4324,CIN,PIT,29,51,94,46094,43,2.5865673340283384,5
1,2022091103,4434,CIN,PIT,3,32,79,53434,47,5.630192120351145,4
1,2022091103,4462,CIN,PIT,21,74,84,43495,10,1.6333645638411467,0
1,2022091103,4686,PIT,CIN,58,62,65,54905,3,0.751423114917317,0
1,2022091103,4947,CIN,PIT,27,22,43,43344,21,0.6225495858258762,2
1,2022091104,58,DET,PHI,47,90,111,53541,21,9.23828650099782,3
1,2022091104,86,DET,PHI,43,40,100,44930,60,19.329519986394253,7
1,2022091104,128,DET,PHI,60,68,109,53541,41,9.380816899392988,4
1,2022091104,149,DET,PHI,51,79,92,52443,13,4.892029598255449,0
1,2022091104,288,DET,PHI,50,62,92,47791,30,7.6843812148977815,1
1,2022091104,343,PHI,DET,77,86,130,53946,44,9.98212955234074,4
1,2022091104,390,PHI,DET,67,186,190,52608,4,0.6982504298910983,0
1,2022091104,580,DET,PHI,49,55,124,47791,69,9.726468776414169,2
1,2022091104,689,PHI,DET,84,116,125,47836,9,3.2122102242270416,0
1,2022091104,713,PHI,DET,81,136,161,52608,25,15.272755035234416,3
1,2022091104,1115,DET,PHI,60,70,101,53541,31,4.591106951520722,3
1,2022091104,1136,DET,PHI,69,40,108,53541,68,21.234659133648837,7
1,2022091104,1273,PHI,DET,78,110,133,47836,23,8.766053729751487,1
1,2022091104,1528,PHI,DET,102,118,140,47834,22,11.923220172436505,4
1,2022091104,1826,DET,PHI,47,49,99,53541,50,22.371668462024562,6
1,2022091104,1917,DET,PHI,53,49,85,53541,36,3.0870222242232717,2
1,2022091104,1938,DET,PHI,46,91,95,53541,4,1.6717320027965386,0
1,2022091104,1962,DET,PHI,42,78,94,53541,16,7.730109373966522,2
1,2022091104,1986,DET,PHI,45,73,89,53541,16,6.305482664059896,2
1,2022091104,2154,PHI,DET,111,57,148,53439,91,13.814046670534765,6
1,2022091104,2269,PHI,DET,32,46,98,46118,52,10.785025040461486,2
1,2022091104,2492,PHI,DET,86,99,157,47834,58,17.430409473755006,4
1,2022091104,2641,PHI,DET,40,68,76,53579,8,3.2465161954589448,1
1,2022091104,2760,DET,PHI,40,56,126,47791,70,3.9566756315478195,4
1,2022091104,2781,DET,PHI,44,54,198,53541,144,18.092637871970076,6
1,2022091104,2829,DET,PHI,41,61,141,47791,80,4.072512785381529,5
1,2022091104,2928,DET,PHI,73,51,107,44930,56,16.012822454583876,6
1,2022091104,2952,DET,PHI,47,48,197,44930,149,16.947115005584866,5
1,2022091104,3016,DET,PHI,50,104,113,47791,9,3.321231239218382,0
1,2022091104,3059,DET,PHI,61,88,108,53541,20,9.68938226594533,2
1,2022091104,3148,PHI,DET,78,134,179,46270,45,5.530815639105611,2
1,2022091104,3434,DET,PHI,36,62,72,53541,10,3.7663178739966865,2
1,2022091104,3502,DET,PHI,35,85,86,47791,1,0.48259714048054647,0
1,2022091104,3709,DET,PHI,47,93,112,53541,19,8.215281648219882,2
1,2022091104,3754,DET,PHI,24,90,133,47791,43,9.094359607519193,3
1,2022091104,3776,DET,PHI,50,51,100,53541,49,11.524051775135392,1
1,2022091104,3821,PHI,DET,10,29,75,53946,46,9.519278060819579,2
1,2022091104,3899,PHI,DET,42,46,87,47834,41,14.884563244288703,2
1,2022091104,3956,DET,PHI,33,61,70,53541,9,2.9533178205123685,0
1,2022091104,4313,PHI,DET,60,83,134,47834,51,16.04866039998889,5
1,2022091104,4334,PHI,DET,36,88,116,46118,28,9.550739337807995,1
1,2022091104,4448,PHI,DET,31,71,110,46118,39,2.7475763036213183,1
1,2022091104,4469,PHI,DET,21,47,65,46118,18,2.7510645739333803,2
1,2022091105,77,IND,HOU,52,86,96,47842,10,5.5718735237821555,2
1,2022091105,273,IND,HOU,46,100,103,47842,3,1.1817565544269215,0
1,2022091105,336,IND,HOU,47,116,125,46173,9,4.184450713382574,0
1,2022091105,358,IND,HOU,38,109,118,47842,9,4.7343147072688785,1
1,2022091105,667,IND,HOU,62,109,120,48118,11,5.668247303343493,1
1,2022091105,688,IND,HOU,69,105,121,48118,16,9.466845337100475,1
1,2022091105,889,HOU,IND,51,92,94,55042,2,0.6711932324148573,0
1,2022091105,912,HOU,IND,54,98,117,41246,19,9.008446463942061,3
1,2022091105,1008,HOU,IND,68,91,97,55042,6,2.3122431667272756,0
1,2022091105,1050,HOU,IND,89,96,107,41246,11,4.500173515841291,1
1,2022091105,1170,IND,HOU,62,96,107,47842,11,5.810024710556594,1
1,2022091105,1215,IND,HOU,62,125,133,47842,8,3.415827184015158,1
1,2022091105,1236,IND,HOU,67,64,87,53556,23,2.8403027965926513,0
1,2022091105,1283,IND,HOU,53,122,129,46173,7,2.4217879641236526,0
1,2022091105,2100,IND,HOU,59,101,109,47842,8,4.061518255105734,1
1,2022091105,2153,IND,HOU,77,103,107,48118,4,1.2814221325591135,0
1,2022091105,2345,HOU,IND,6,55,69,42372,14,7.028197763523595,3
1,2022091105,2742,HOU,IND,63,84,101,41246,17,10.063454260079613,4
1,2022091105,3000,IND,HOU,73,84,126,52442,42,6.883798228471409,3
1,2022091105,3461,HOU,IND,61,96,101,41246,5,1.8302654037517303,0
1,2022091105,3524,HOU,IND,49,140,162,41246,22,12.223742438478126,6
1,2022091105,3856,HOU,IND,54,90,123,43396,33,12.447762342330517,3
1,2022091105,4251,HOU,IND,62,77,104,42372,27,11.543763794177726,3
1,2022091105,4352,IND,HOU,70,130,143,48118,13,6.656351911952853,2
1,2022091105,4373,IND,HOU,68,89,102,47842,13,7.504478009529533,1
1,2022091105,4394,IND,HOU,53,90,97,47842,7,3.1001065277141073,1
1,2022091105,4599,IND,HOU,52,77,81,47842,4,2.844308381720191,1
1,2022091106,59,NE,MIA,61,83,141,43324,58,3.550146443087363,4
1,2022091106,83,NE,MIA,60,76,144,48097,68,17.105581796013638,5
1,2022091106,130,NE,MIA,92,126,207,42357,81,24.398569109374808,8
1,2022091106,154,NE,MIA,58,72,168,43324,96,8.441598485943334,3
1,2022091106,175,NE,MIA,63,74,146,48097,72,18.141638799183017,3
1,2022091106,196,NE,MIA,66,67,99,44912,32,7.255198065365157,4
1,2022091106,236,NE,MIA,66,80,177,43324,97,6.508526810045941,2
1,2022091106,290,MIA,NE,15,22,50,48233,28,6.828214170950018,4
1,2022091106,314,MIA,NE,23,24,72,46111,48,13.719362664296861,6
1,2022091106,338,MIA,NE,24,30,84,46203,54,5.697316530276029,4
1,2022091106,359,MIA,NE,33,143,145,46192,2,1.0404752540413176,0
1,2022091106,442,MIA,NE,41,108,125,43454,17,12.42471548708626,1
1,2022091106,466,MIA,NE,22,50,64,43454,14,9.193643591251329,0
1,2022091106,499,MIA,NE,42,113,121,46671,8,4.937332973929706,1
1,2022091106,523,MIA,NE,65,89,113,42718,24,5.271438913028711,3
1,2022091106,586,NE,MIA,66,73,125,44912,52,4.295793680833726,3
1,2022091106,607,NE,MIA,56,73,152,44912,79,9.709323560625627,2
1,2022091106,633,NE,MIA,70,82,158,43324,76,8.286684539094692,3
1,2022091106,657,NE,MIA,52,97,111,43324,14,4.218926629751385,2
1,2022091106,752,NE,MIA,45,71,119,44912,48,0.9555122752706914,3
1,2022091106,835,MIA,NE,54,15,104,46192,89,21.181392772237427,8
1,2022091106,883,MIA,NE,23,61,64,45217,3,1.7816445753030072,0
1,2022091106,904,MIA,NE,65,86,125,46192,39,5.608237455046652,2
1,2022091106,925,MIA,NE,61,101,105,46111,4,2.2048029591572935,0
1,2022091106,974,MIA,NE,80,68,122,46192,54,5.9356338678010925,3
1,2022091106,998,MIA,NE,42,66,78,53510,12,2.442120263207305,0
1,2022091106,1019,MIA,NE,43,49,105,46192,56,6.17025879923741,5
1,2022091106,1098,NE,MIA,53,70,116,48097,46,17.70285539807609,2
1,2022091106,1125,NE,MIA,49,51,92,42357,41,20.139007380760056,3
1,2022091106,1196,NE,MIA,7,26,84,43324,58,2.5397275483535102,1
1,2022091106,1218,NE,MIA,7,50,78,48097,28,0.470922176732868,1
1,2022091106,1380,MIA,NE,56,119,131,53435,12,7.865900609017911,0
1,2022091106,1425,MIA,NE,41,122,128,46111,6,2.4874933915994193,0
1,2022091106,1544,MIA,NE,46,121,137,43454,16,10.72826224225991,1
1,2022091106,1568,MIA,NE,58,89,103,46277,14,10.257130369530124,3
1,2022091106,1590,MIA,NE,8,34,46,46277,12,8.76959952297252,2
1,2022091106,1653,MIA,NE,65,128,147,46277,19,4.85420844004081,3
1,2022091106,1774,MIA,NE,67,92,131,46203,39,7.11264766397618,4
1,2022091106,1798,MIA,NE,48,111,116,42718,5,3.442941558471758,0
1,2022091106,1819,MIA,NE,17,59,108,43454,49,12.889552608262646,3
1,2022091106,1919,NE,MIA,49,42,82,44912,40,4.607938297365934,4
1,2022091106,1945,NE,MIA,22,21,70,42363,49,11.498475314648605,5
1,2022091106,1966,NE,MIA,72,85,91,53549,6,3.7814181311891346,1
1,2022091106,1995,NE,MIA,64,80,183,43324,103,7.55630063181645,4
1,2022091106,2066,NE,MIA,10,26,116,42363,90,27.705483814081266,4
1,2022091106,2090,NE,MIA,32,38,138,42363,100,18.309197384174382,4
1,2022091106,2116,NE,MIA,56,73,105,48097,32,19.372226540926683,2
1,2022091106,2170,NE,MIA,52,62,110,44912,48,7.279947319556184,3
1,2022091106,2191,NE,MIA,50,62,125,44912,63,10.276998007135393,3
